autoID,Car Park Name,Car Park Operator,Scheme Status,Part Time Award,Car Park Phone,Street 1,Street 2,Street 3,Town,County,Postcode,Physical Type,Payment Type,Number of Spaces,Disabled Spaces,Cycles,Motobike,Cars,Bus,Coach,Truck Parking Area,Monday Open,Monday Close,Monday 24,Monday Closed,Tuesday Open,Tuesday Close,Tuesday 24,Tuesday Closed,Wednesday Open,Wednesday Close,Wednesday 24,Wednesday Closed,Thursday Open,Thursday Close,Thursday 24,Thursday Closed,Friday Open,Friday Close,Friday 24,Friday Closed,Saturday Open,Saturday Close,Saturday 24,Saturday Closed,Sunday Open,Sunday Close,Sunday 24,Sunday Closed,Keywords,Long,Lat
3775,Marks and Spencer - Chiswick,Euro Car Parks Limited,Award,TRUE,020 8994 2236,236 High Road,,,Chiswick,London,W4 1PJ,Surface-Urban,Pay & Display,10,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,08:30,21:00,FALSE,FALSE,08:00,21:00,FALSE,FALSE,08:00,21:00,FALSE,FALSE,08:00,21:00,FALSE,FALSE,08:00,21:00,FALSE,FALSE,08:00,20:00,FALSE,FALSE,11:00,17:00,FALSE,FALSE,Chiswick High Road,-0.258021064,51.49290497
3776,Marks & Spencer Broughty Ferry,Euro Car Parks Limited,Award,FALSE,01382 772941,114 Brook Street,,,Broughty Ferry,Dundee,DD5 1DS,Surface-Urban,Pay & Display,17,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,-2.87770865,56.46748745
3807,Castle Retail Park,Savills,Award,FALSE,07870999693,Radford Boulevard,,,Nottingham,Nottinghamshire,NG7 5QR,Surface-Urban,Free,740,16,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,07:30,22:00,FALSE,FALSE,07:30,22:00,FALSE,FALSE,07:30,22:00,FALSE,FALSE,07:30,22:00,FALSE,FALSE,07:30,22:00,FALSE,FALSE,07:30,22:00,FALSE,FALSE,07:30,22:00,FALSE,FALSE,,-1.180942996,52.96299043
3808,Castle Marina Retail Park,Savills,Award,FALSE,07870555896,Castle Bridge Road,,,Nottingham,Nottinghamshire,NG7 1GX,Surface-Urban,Free,940,30,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,05:00,20:00,FALSE,FALSE,05:00,20:00,FALSE,FALSE,05:00,20:00,FALSE,FALSE,05:00,20:00,FALSE,FALSE,05:00,20:00,FALSE,FALSE,05:00,20:00,FALSE,FALSE,10:00,18:00,FALSE,FALSE,,-1.165626679,52.94500343
3810,Giltbrook Retail Park,Savills,Award,FALSE,0161 277 7235,Ikea Way,,,Nottingham,Nottinghamshire,NG16 2RP,Surface-Urban,Free,1500,60,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,-1.203542494,53.04563242
3813,Yeo Leisure Park,Savills,Award,FALSE,0161 277 7235,Old Station Road,,,Yeovil,Somerset,BA20 1NP,Surface-Urban,Pay & Display,400,12,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,06:00,02:00,FALSE,FALSE,06:00,02:00,FALSE,FALSE,06:00,02:00,FALSE,FALSE,06:00,02:00,FALSE,FALSE,06:00,02:00,FALSE,FALSE,06:00,02:00,FALSE,FALSE,06:00,23:00,FALSE,FALSE,,-2.625532729,50.94037233
3819,Riverside Retail Park (Norwich),Savills,Award,FALSE,0161 277 7235,Albion Way,,,Norwich,Norfolk,NR1 1WR,Surface-Urban,Free,528,25,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,05:00,23:00,FALSE,FALSE,05:00,23:00,FALSE,FALSE,05:00,23:00,FALSE,FALSE,05:00,23:00,FALSE,FALSE,05:00,23:00,FALSE,FALSE,05:00,23:00,FALSE,FALSE,05:00,18:00,FALSE,FALSE,Retail Outlets,1.306075188,52.62297572
3825,Penge East Car Park,London Borough of Bromley,Award,FALSE,020 8461 7702,Penge East Station,Station Road,,Penge,Kent,SE20 7BQ,Surface-Urban,Pay & Display,56,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,-0.054756,51.418919
3826,The Spa Leisure Centre Car Park,London Borough of Bromley,Award,FALSE,020 8461 7702,The Spa,24 Beckenham Road,,Beckenham,Kent,BR3 4PF,Surface-Urban,Pay & Display,191,17,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,Leisure Centre,-0.037882072,51.40904918
3827,West Wickham Pools Car Park,London Borough of Bromley,Award,FALSE,020 8461 7702,Hawes Lane,,,West Wickham,Kent,BR4 0PY,Surface-Urban,Pay & Display,63,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,Leisure Centre,-0.013649,51.378472
3828,Marks and Spencer - Teddington,Euro Car Parks Limited,Award,FALSE,020 8977 6037,99-107 Teddington High Street,,,Teddington,Middx,TW11 8HG,Surface-Urban,Pay & Display,40,5,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,Teddington town centre,-0.329577441,51.42736524
3829,Marks and Spencer - St Albans,Euro Car Parks Limited,Award,FALSE,01727 840935,21 St Peters Street,,,St Albans,Hertfordshire,AL1 3DP,Surface-Urban,Pay & Display,35,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,St Albans Town Centre,-0.338505507,51.75322391
3831,Winter Gardens Car Park 1,Bournemouth Borough Council,Award,FALSE,01202 451456,Cranbourne Road,,,Bournemouth,Dorset,BH2 5DJ,Surface-Urban,Pay & Display,250,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,"Bournemouth seafront, shopping, leisure parking bournetmouth, events parking bournemouth, bournemout",-2.157919902,53.40459006
3832,Richmond Hill Surface Car Park,Bournemouth Borough Council,Award,FALSE,01201 451456,Richmond Hill,,,Bournemouth,Dorset,BH2 6LS,Surface-Urban,Pay & Display,112,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,"Bournemouth city centre, leisure parking bournemouth",-1.878148179,50.72294914
3839,Marriott Hotel Cardiff Car Park,Marriott Hotels International Limited,Award,FALSE,02920 399944,Mill Lane,,,Cardiff,South Wales,CF10 1EZ,Multi-storey,Contract,150,8,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,"millennium stadium, CIA, cardiff internation arena, st davids hall, cardiff bay, cardiff city football club",-3.175336863,51.47701428
3840,Top O' Town Car Park - Dorchester,West Dorset District Council,Award,FALSE,01305 251010,Bridport Road,,,Dorchester,Dorset,DT1 1XT,Surface-Urban,Pay & Display,210,10,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,-2.456392,50.712394
3842,Lakeside Retail Park - Thurrock,Land Securities Properties Limited,Award,FALSE,020 7413 9000,West Thurrock Way,Lakeside,,Grays,Essex,RM20 1WN,Surface-Urban,Free,1200,70,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,Retail Park,0.276003,51.485985
3844,NCP Richmond MSCP,NCP Limited,Award,FALSE,03450507080,The Quadrant,Kew Road,,Richmond,Surrey,TW9 2NA,Multi/Surface,On Foot,426,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,Richmond town centre,-0.300651566,51.46412485
3847,Tuel Lane Car Park,Calderdale Metropolitan Borough Council,Award,FALSE,01422 392171,Tuel Lane,,,Sowerby Bridge,West Yorkshire,HX6 2EL,Surface-Urban,Pay & Display,80,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,Sowerby Bridge town centre,-1.90787673,53.70944053
3848,Prescott Street Car Park,Calderdale Metropolitan Borough Council,Award,FALSE,01422 392171,Prescott Street,,,Halifax,West Yorkshire,HX1 2LG,Surface-Rural,Pay & Display,22,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,halifax swimming baths,-1.857966185,53.71919963
3849,St Pol Square Car Park,Calderdale Metropolitan Borough Council,Award,FALSE,01422 392171,Bridgegate,,,Hebden Bridge,West Yorkshire,HX7 8EX,Surface-Urban,Pay & Display,30,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,Hebden Bridge Town Centre,-2.013984919,53.74132543
3851,Droitwich - The Lido Car Park,Wychavon District Council,Award,FALSE,01386 565226,Worcester Road,,,Droitwich,Worcestershire,WR9 8AA,Surface-Urban,Pay & Display,124,3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,-2.147209,52.266811
3852,Marks & Spencer - Bangor,Euro Car Parks Limited,Award,FALSE,01248 371918,Garth Road,,,Bangor,North Wales,LL57 2RG,Underground,Pay & Display,38,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,09:00,18:00,FALSE,FALSE,09:00,18:00,FALSE,FALSE,09:00,18:00,FALSE,FALSE,09:00,19:00,FALSE,FALSE,09:00,19:00,FALSE,FALSE,08:30,18:00,FALSE,FALSE,11:00,17:00,FALSE,FALSE,,-4.126641122,53.22828135
3870,Cyprus Road Car Park - Burgess Hill,Mid Sussex District Council,Award,FALSE,01444 477581,Cyprus Road,,,Burgess Hill,West Sussex,RH15 8DX,Surface-Urban,Pay & Display,192,13,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,"burgess hill town centre, market place burgess hill, waitrose burgess hill",-0.130618,50.956697
3872,Greenwoods Row Car Park,South Kesteven District Council,Award,FALSE,01476 406425,Greenwoods Row,,,Grantham,Lincolnshire,NG31 6NJ,Surface-Urban,Pay & Display,93,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,"Morrisons Grantham, Grantham Market,",-0.643418214,52.91152889
3873,Wharf Road Multi Storey Car Park,South Kesteven District Council,Award,FALSE,01476 406425,Wharf Road,,,Grantham,Lincolnshire,NG31 6BG,Multi-storey,Pay & Display,257,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,06:45,20:15,FALSE,FALSE,06:45,20:15,FALSE,FALSE,06:45,20:15,FALSE,FALSE,06:45,20:15,FALSE,FALSE,06:45,20:15,FALSE,FALSE,06:45,20:15,FALSE,FALSE,,,FALSE,TRUE,Grantham Parking,-0.642929151,52.90909596
3874,Watergate Car Park,South Kesteven District Council,Award,FALSE,01476 406425,Watergate,,,Grantham,Lincolnshire,NG31 6NS,Surface-Urban,Pay & Display,100,3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,"Grantham Market, Grantham Town Centre,",-0.643599336,52.91382345
3875,St Catherines Road Car Park,South Kesteven District Council,Award,FALSE,01476 406425,St Cathrines Road,,,Grantham,Lincolnshire,NG31 6TS,Surface-Urban,Pay & Display,60,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE,,,FALSE,TRUE,,,FALSE,TRUE,,,FALSE,TRUE,,,FALSE,TRUE,,,TRUE,FALSE,,,TRUE,FALSE,"SKDC Offices, Grantham Town Centre,",-0.63841616,52.90979949
3876,Welham Street Multi Storey Car Park,South Kesteven District Council,Award,FALSE,01476 406425,Welham Street,,,Grantham,Lincolnshire,NG31 6QU,Multi-storey,Pay & Display,324,10,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,06:30,23:45,FALSE,FALSE,06:30,23:45,FALSE,FALSE,06:30,23:45,FALSE,FALSE,06:30,23:45,FALSE,FALSE,06:30,23:45,FALSE,FALSE,06:30,23:45,FALSE,FALSE,06:30,23:45,FALSE,FALSE,"SKDC Offices, Grantham Town Centre,",-0.637779647,52.9120757
3877,Conduit Lane Car Park,South Kesteven District Council,Award,FALSE,01476 406425,Conduit Lane,,,Grantham,Lincolnshire,NG31 6PB,Surface-Urban,Pay & Display,48,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,"Asda Grantham, grantham Market Place,",-0.644601318,52.91316962
3886,Waitrose Rickmansworth Car Park,John Lewis Partnership,Award,FALSE,01923 718595,Homestead Road,,,Rickmansworth,Herts,WD3 1FX,Multi-storey,Free,241,14,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,05:30,01:30,FALSE,FALSE,05:30,01:30,FALSE,FALSE,05:30,01:30,FALSE,FALSE,05:30,01:30,FALSE,FALSE,05:30,01:30,FALSE,FALSE,05:30,01:30,FALSE,FALSE,05:30,01:30,FALSE,FALSE,Waitrose rickmansworth,-0.472329881,51.64061433
3887,Civic Centre Car Park,Gateshead Council,Award,FALSE,0191 4333149,Regent Street,,,Gateshead,Tyne & Wear,NE8 1HH,Multi-storey,Pay & Display,566,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,07:00,23:45,FALSE,FALSE,07:00,23:45,FALSE,FALSE,07:00,23:45,FALSE,FALSE,07:00,23:45,FALSE,FALSE,07:00,23:45,FALSE,FALSE,07:00,23:45,FALSE,FALSE,07:00,23:45,FALSE,FALSE,gateshead civic,-1.603027582,54.95846625
3890,Erneside Shopping Centre,Savills,Award,FALSE,028 6632 5705,The Point,,,Enniskillen,County Fermanagh,BT74 6JQ,Multi/Surface,On Foot,750,15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,08:00,18:00,FALSE,FALSE,08:00,18:00,FALSE,FALSE,08:00,18:00,FALSE,FALSE,08:00,21:00,FALSE,FALSE,08:00,21:00,FALSE,FALSE,08:00,18:00,FALSE,FALSE,13:00,18:00,FALSE,FALSE,"Safe, Shopping Centre",-7.635608922,54.34254582
3893,Rivergate Shopping Centre Multi Storey,Savills,Award,FALSE,01294 274021,New Street,,,Irvine,Ayrshire,KA12 8EJ,Multi-storey,Free,385,18,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,Shopping Centre   Retail   Safe,-4.671843701,55.61206522
3894,Marks & Spencer - Sale,Euro Car Parks Limited,Award,FALSE,0161 969 5943,25 Washway Road,,,Sale,Greater Manchester,M33 7AD,Surface-Urban,Pay & Display,59,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,-2.325461249,53.42516783
3897,Heworth North Long Stay Car Park,Gateshead Council,Award,FALSE,0191 4333149,Lower Heworth Lane,,,Pelaw,Tyne & Wear,NE10 0YJ,Surface-Urban,Pay & Display,393,20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,05:00,01:00,FALSE,FALSE,05:00,01:00,FALSE,FALSE,05:00,01:00,FALSE,FALSE,05:00,01:00,FALSE,FALSE,05:00,01:00,FALSE,FALSE,05:00,01:00,FALSE,FALSE,05:00,01:00,FALSE,FALSE,"Park & Ride, Pelaw, Heworth North, Heworth Metro",-1.554125547,54.95273687
3898,Wrekenton Car Park,Gateshead Council,Award,FALSE,0191 4333149,Easdale Gardens,,,Wrekenton,Tyne & Wear,NE9 7JR,Surface-Urban,Free,162,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,wrekenton town centre,-1.576012373,54.92484843
3899,Swinburn Street Car Park,Gateshead Council,Award,FALSE,0191 4333149,Swinburn Street,,,Gateshead,Tyne & Wear,NE8 1AX,Surface-Urban,Pay & Display,57,5,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,05:00,01:00,FALSE,FALSE,05:00,01:00,FALSE,FALSE,05:00,01:00,FALSE,FALSE,05:00,01:00,FALSE,FALSE,05:00,01:00,FALSE,FALSE,05:00,01:00,FALSE,FALSE,05:00,01:00,FALSE,FALSE,"swinburn house, gateshead town hall Town Centre",-1.604014635,54.96467522
3900,Church Street Car Park,Gateshead Council,Award,FALSE,0191 4333149,Church Street,,,Gateshead,Tyne & Wear,NE8 2AT,Surface-Urban,Pay & Display,50,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,05:00,01:00,FALSE,FALSE,05:00,01:00,FALSE,FALSE,05:00,01:00,FALSE,FALSE,05:00,01:00,FALSE,FALSE,05:00,01:00,FALSE,FALSE,05:00,01:00,FALSE,FALSE,05:00,01:00,FALSE,FALSE,"Tyne Bridge, Church St",-1.603907347,54.96620268
3901,Parc Llandudno,WHR Property Consultants LLP,Award,FALSE,0151 632 7575,Conwy Road,,,Llandudno,North Wales,LL30 1PX,Surface-Urban,Pay & Display,560,30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,parc llandudno,-3.822262178,53.32141126
3902,Birmingham Hilton Hotel,Hilton Birmingham Metropole,Award,FALSE,0121 780 4242,NEC Arena,,,Birmingham,West Midlands,B40 1PP,Surface-Urban,On Foot,700,12,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,Birmingham Hilton Hotel,-1.715726736,52.4504362
3903,Telford Forge Retail Park,AEJ Management Limited,Award,FALSE,0870 907 9777,Colliers Way,,,Telford,West Mercia,TF3 4AG,Surface-Urban,Free,1325,55,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,06:00,01:00,TRUE,TRUE,06:00,01:00,TRUE,TRUE,06:00,01:00,TRUE,TRUE,06:00,01:00,TRUE,TRUE,06:00,01:00,TRUE,TRUE,06:00,01:00,TRUE,TRUE,06:00,01:00,TRUE,TRUE,None,-2.460318,52.680756
3904,Marks and Spencers Harborne Car Park,Euro Car Parks Limited,Award,FALSE,0870 907 9777,High Street,Harborne,,Birmingham,West Midlands,B17 0HT,Surface-Urban,Free,44,4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,-1.95039,52.458464
3906,Clifton Road Car Park,Waveney Norse Ltd,Award,FALSE,01502 527105,Clifton Road,,,Lowestoft,Suffolk,NR33 0HF,Surface-Urban,Pay & Display,190,15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,Town Centre Asda Stores,1.74356175,52.46772199
3907,St John's Well Lane Car Park,Dacorum Borough Council,Award,FALSE,01908 223 505,St John's Well Lane,,,Berkhamsted,Herts,HP4,Surface-Urban,Pay & Display,106,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,"Town Centre, Berkhamsted",-0.55972,51.777022
3911,Liverpool South Parkway Station Car Park,Merseyrail Electrics 2002 Ltd,Award,FALSE,0151 702 2805,Woolton Road,,,Garston,Merseyside,L19 5NE,Surface-Urban,Free,240,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,08:00,00:30,FALSE,FALSE,,-2.887876642,53.3606911
3912,Cressington Station Car Park,Merseyrail Electrics 2002 Ltd,Award,FALSE,0151 702 2805,Knowsley Road,,,Cressington,Merseyside,L19 0PE,Surface-Urban,Free,17,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,08:00,00:30,FALSE,FALSE,,-2.912134272,53.35949241
3913,Aigburth Station Car Park,Merseyrail Electrics 2002 Ltd,Award,FALSE,0151 702 2805,Mersey Road,,,Liverpool,Merseyside,L17 6AG,Surface-Urban,Free,16,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,08:00,00:30,FALSE,FALSE,,-2.925944699,53.36578633
3914,St Michaels Station Car Park,Merseyrail Electrics 2002 Ltd,Award,FALSE,0151 702 2805,Southwood Road,,,Liverpool,Merseyside,L17 7BQ,Surface-Urban,Free,4,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,08:00,00:30,FALSE,FALSE,,-2.951578709,53.37703689
3915,Southport Station Car Park,Merseyrail Electrics 2002 Ltd,Award,FALSE,0151 702 2805,Chapel Street,,,Southport,Merseyside,PR8 1BE,Surface-Urban,Free,25,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,08:00,00:30,FALSE,FALSE,,-3.002524484,53.64667571
3916,Bootle New Strand Station Car Park,Merseyrail Electrics 2002 Ltd,Award,FALSE,0151 702 2805,Washington Parade,,,Bootle,Merseyside,L20 5BW,Surface-Urban,Free,2,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,08:00,00:30,FALSE,FALSE,,-2.994253085,53.45366284
3917,Kirkdale Station Car Park,Merseyrail Electrics 2002 Ltd,Award,FALSE,0151 702 2805,Westminster Road,,,Kirkdale,Merseyside,L4 3TF,Surface-Urban,Free,4,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,08:00,00:30,FALSE,FALSE,,-2.981120953,53.44189687
3918,Ellesmere Port Station Car Park,Merseyrail Electrics 2002 Ltd,Award,FALSE,0151 702 2805,Whitby Road,,,Ellesmere Port,Cheshire,CH65 4AR,Surface-Urban,Free,109,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,08:30,00:30,FALSE,FALSE,,-2.897081956,53.28166133
3919,Bache Station Car Park,Merseyrail Electrics 2002 Ltd,Award,FALSE,0151 702 2805,Mill Lane,,,Chester,Cheshire,CH2 1BS,Surface-Urban,Free,61,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,08:00,00:30,FALSE,FALSE,,-2.890298172,53.21142496
3920,Moreton Station Car Park,Merseyrail Electrics 2002 Ltd,Award,FALSE,0151 702 2805,Pasture Road,,,Morton,Merseyside,CH46 8SD,Surface-Urban,Free,34,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:00,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,05:30,00:30,FALSE,FALSE,08:00,00:30,FALSE,FALSE,,-3.113467771,53.40708098
